,Tourism_asset_id,Tourism_asset,type,address,TripAdvisor_link,significance_clusters,significance_ranking,number_of_reviews,rating,Instagram_count,Tourism_asset_lat,Tourism_asset_lon,Tourism_asset_lat_BC_albers,Tourism_asset_lon_BC_albers,CSD,CSDUID,CDUID,CD,Total_population_CSD,Workforce_CSD,Employed_CSD,Unemployed_CSD,Occupations_art_culture_CSD,Occupations_natural_resources_CSD,Median_income_2005_CSD,Average_income_2005_CSD,Airport_id,Airport_name,Airport_lat,Airport_lon,Airport_CSD,Distance_meter_airport,Duration_min_airport,Duration_min_num_airport,Visitor_centre_id,vc_name,vc_lat,vc_lon,vc_CSD,Distance_meter_vc,Duration_min_vc,Duration_min_num_vc,City_id,City_name,City_lat,City_lon,City_CSD,City_Pop_2000,City_Pop_Rank,Distance_meter_city,Duration_min_city,Duration_min_num_city,Distance_meter_ambulance,Duration_min_ambulance,Duration_min_num_ambulance,First_responder_id_ambulance,First_responder_lat_ambulance,First_responder_lon_ambulance,First_responder_name_ambulance,First_responder_CSD_ambulance,Distance_meter_fire,Duration_min_fire,Duration_min_num_fire,First_responder_id_fire,First_responder_lat_fire,First_responder_lon_fire,First_responder_name_fire,First_responder_CSD_fire,Distance_meter_police,Duration_min_police,Duration_min_num_police,First_responder_id_police,First_responder_lat_police,First_responder_lon_police,First_responder_name_police,First_responder_CSD_police,events_10km,traveller_resources_10km,classes_workshops_10km,casinos_10km,nightlife_10km,concerts_shows_10km,spas_wellness_10km,shopping_10km,fun_games_10km,transportation_10km,food_drinks_10km,boat_tours_10km,tours_10km,outdoor_activities_10km,hotels_10km
128,128,Shuswap Lake,"Bodies of Water, Nature & Parks","Salmon Arm, British Columbia V1E 4P1, ",https://www.tripadvisor.ca/Attraction_Review-g181773-d655016-Reviews-Shuswap_Lake-Salmon_Arm_British_Columbia.html,3,1,152,4.5,86,50.70531,-119.28212,654753.513,1473483.981,Salmon Arm,5939032,5931,Squamish-Lillooet,15555,7835,7330,510,70,110,22911,29860,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,5879,12 mins,12,812252,Salmon Arm Visitor Centre,50.700521,-119.28518,Salmon Arm,724,3 mins,3,149,Enderby,50.55505891,-119.1431914,Enderby,2920,43,24630,22 mins,22,3013,6 mins,6,1145,50.70674,-119.24799,STN 332 SALMON ARM,Salmon Arm,612,3 mins,3,1479,50.700953,-119.28059,SALMON ARM FIRE DEPT CENTRAL HALL,Salmon Arm,1878,4 mins,4,1842,50.707692,-119.26242,SALMON ARM RCMP,Salmon Arm,0,2,2,0,4,1,1,9,5,0,11,6,11,28,56
129,129,Mundy Park,"Biking Trails, Hiking Trails, Nature & Parks, Outdoor Activities, More","Coquitlam, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181718-d8099287-Reviews-Mundy_Park-Coquitlam_British_Columbia.html,4,4,82,4.5,1139,49.25515,-122.83538,476131.5013,1230514.701,Coquitlam,5915034,5915,Greater Vancouver,113560,62895,59555,3345,730,90,25484,34293,487,Boundary Bay Airport,49.073888,-123.0075,Delta,33287,40 mins,40,814218,Coquitlam Tourist/Visitor Info Booth,49.285746,-122.79203,Coquitlam,6275,11 mins,11,85,Coquitlam,49.24123287,-122.8193227,Coquitlam,112278,6,3528,6 mins,6,5534,9 mins,9,1124,49.259724,-122.79913,STN 263 PORT COQUITLAM,Coquitlam,2551,4 mins,4,1675,49.261972,-122.81716,COQUITLAM FIRE DEPT HALL 2,Coquitlam,2758,5 mins,5,1900,49.249844,-122.86311,RIDGEWAY COMMUNITY POLICING,Coquitlam,2,14,19,10,151,64,123,219,136,47,85,83,220,262,382
130,130,Peak to Creek,"Ski & Snowboard Areas, Outdoor Activities, Nature & Parks","Whistler, British Columbia V0N 1B3, ",https://www.tripadvisor.ca/Attraction_Review-g154948-d2651421-Reviews-Peak_to_Creek-Whistler_British_Columbia.html,1,2,119,4.5,1528,50.107483,-122.98211,570340.4982,1215794.827,Whistler,5931020,5921,Nanaimo,9245,6925,6555,365,60,20,29550,39221,507,Vancouver International Airport,49.194722,-123.18388,Richmond,133328,2 hours 0 mins,120,812212,Whistler Visitor Centre,50.11596,-122.95584,Whistler,2598,5 mins,5,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,117645,1 hour 30 mins,90,3718,6 mins,6,1187,50.122201,-122.96066,STN 224 WHISTLER,Whistler,2689,5 mins,5,1569,50.116456,-122.95424,WHISTLER FIRE DEPT HALL 1,Whistler,2798,5 mins,5,1866,50.11671,-122.9541,WHISTLER RCMP,Whistler,0,4,4,0,15,0,20,12,18,5,8,11,58,82,109
131,131,Cleveland Dam,"Dams, Nature & Parks","North Vancouver, British Columbia V7R 4J1, ",https://www.tripadvisor.ca/Attraction_Review-g181717-d592806-Reviews-Cleveland_Dam-North_Vancouver_British_Columbia.html,0,5,213,4.5,7247,49.360012,-123.10874,486922.2856,1210138.665,North Vancouver,5915046,5931,Squamish-Lillooet,44860,27325,26060,1270,630,45,27800,35743,507,Vancouver International Airport,49.194722,-123.18388,Richmond,24866,44 mins,44,812203,North Vancouver Visitor Centre,49.310408,-123.08112,North Vancouver,7173,16 mins,16,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,6706,13 mins,13,6770,14 mins,14,1105,49.320183,-123.06685,STN 256 NORTH VANCOUVER,North Vancouver,2266,4 mins,4,1658,49.35314,-123.08358,NORTH VANCOUVER HALL 3 DELBROOK,North Vancouver,3704,7 mins,7,1909,49.33734,-123.10038,EDGEMONT COMMUNITY POLICING,North Vancouver,2,12,17,6,138,59,113,202,113,45,74,89,212,234,345
132,132,Central Park,Nature & Parks,"Burnaby, British Columbia V5G 4H7, ",https://www.tripadvisor.ca/Attraction_Review-g181793-d184146-Reviews-Central_Park-Burnaby_British_Columbia.html,4,4,159,4.5,4834,49.24468,-122.97207,474533.7579,1220613.991,Burnaby,5915025,5927,Powell River,200855,109545,102125,7420,1505,160,22319,30829,507,Vancouver International Airport,49.194722,-123.18388,Richmond,20368,33 mins,33,812202,New Westminster Visitor Centre,49.200459,-122.91014,New Westminster,6921,16 mins,16,114,Burnaby,49.24637317,-122.9639663,Burnaby,192389,3,1867,4 mins,4,3590,6 mins,6,1112,49.224097,-122.98557,STN 260 NEW WESTMINSTER-12TH,Burnaby,917,3 mins,3,1277,49.240861,-122.96522,BURNABY FIRE DEPT STATION 1,Burnaby,954,2 mins,2,1760,49.242135,-122.97079,BURNABY RCMP,Burnaby,2,12,19,9,150,65,123,220,137,47,82,88,224,264,388
133,133,Campbell Valley Regional Park,Nature & Parks,"Langley City, British Columbia V2Z 1W2, ",https://www.tripadvisor.ca/Attraction_Review-g181724-d7158478-Reviews-Campbell_Valley_Regional_Park-Langley_City_Langley_British_Columbia.html,1,2,137,4.5,447,49.026905,-122.65207,451418.0047,1245056.243,Langley,5915001,5917,Capital,23340,12800,12160,640,105,10,25758,31747,487,Boundary Bay Airport,49.073888,-123.0075,Delta,31324,27 mins,27,812210,Surrey Visitor Centre,49.015563,-122.73519,Surrey,8645,9 mins,9,55,Langley (City),49.10476067,-122.6577932,Langley,24287,18,9371,13 mins,13,10040,11 mins,11,1088,49.089566,-122.60483,STN 252 LANGLEY,Langley,4621,6 mins,6,1644,49.060326,-122.65998,LANGLEY TOWNSHIP FIRE DEPT HALL 5,Langley,7136,9 mins,9,1905,49.076231,-122.6698,BROOKSWOOD COMMUNITY POLICING,Langley,0,8,5,6,35,13,25,42,57,5,27,13,36,84,119
134,134,Whitewater Ski Resort,"Ski & Snowboard Areas, Outdoor Activities, Nature & Parks","Nelson, British Columbia V1L 4C8, ",https://www.tripadvisor.ca/Attraction_Review-g181780-d269464-Reviews-Whitewater_Ski_Resort-Nelson_Kootenay_Rockies_British_Columbia.html,3,1,184,4.5,172,49.49407,-117.29379,536289.0759,1629526.914,Nelson,5903015,5907,Okanagan-Similkameen,9085,5005,4750,250,120,30,22749,29493,541,Castlegar/West Kootenay Regional Airport,49.296388,-117.6325,Castlegar,41447,35 mins,35,812286,Nelson Visitor Centre,49.495194,-117.29315,Nelson,849,3 mins,3,42,Nelson,49.48748867,-117.2946503,Nelson,9677,32,2848,5 mins,5,2059,4 mins,4,1109,49.506187,-117.27892,STN 421 NELSON,Nelson,758,3 mins,3,1419,49.488578,-117.29062,NELSON FIRE DEPT,Nelson,546,2 mins,2,1890,49.490415,-117.29461,NELSON CITY,Nelson,0,1,0,0,5,1,8,4,1,1,2,7,13,18,34
135,135,MacMillan Provincial Park,Nature & Parks,"Port Alberni, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181778-d6419397-Reviews-MacMillan_Provincial_Park-Port_Alberni_Vancouver_Island_British_Columbia.html,3,1,139,4.5,49,49.221676,-124.793594,468008.5946,1087964.453,Port Alberni,5923008,5915,Greater Vancouver,17330,8110,7485,620,50,235,23392,29126,527,Port Alberni (Alberni Valley Regional) Airport,49.321944,-124.93111,Alberni-Clayoquot D,17653,23 mins,23,812176,Port Alberni Visitor Centre,49.263841,-124.7597,Alberni-Clayoquot F,6527,9 mins,9,71,Port Alberni,49.25064062,-124.8083803,Port Alberni,19329,22,4257,7 mins,7,4177,7 mins,7,1121,49.254177,-124.80394,STN 124 PORT ALBERNI,Port Alberni,2553,4 mins,4,1229,49.243248,-124.79752,PORT ALBERNI FIRE DEPT,Port Alberni,3106,6 mins,6,1827,49.246791,-124.79979,PORT ALBERNI RCMP,Port Alberni,0,1,1,0,1,0,4,21,2,1,6,5,10,15,49
136,136,Gyro Beach,"Beaches, Nature & Parks, Outdoor Activities","Kelowna, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d6890471-Reviews-Gyro_Beach-Kelowna_Okanagan_Valley_British_Columbia.html,2,3,160,4.5,1138,49.85416,-119.49075,559073.0324,1467517.57,Kelowna,5935010,5935,Central Okanagan,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,16638,24 mins,24,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,3584,7 mins,7,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,6106,10 mins,10,3991,9 mins,9,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,3615,7 mins,7,1685,49.885007,-119.49687,KELOWNA FIRE DEPT HALL 2,Kelowna,1960,4 mins,4,1964,49.838249,-119.48765,KELOWNA COMMUNITY POLICING,Kelowna,0,3,7,2,19,6,23,32,27,8,102,41,103,105,185
137,137,Queen's Park,Nature & Parks,"New Westminster, British Columbia V3L 2G5, ",https://www.tripadvisor.ca/Attraction_Review-g154936-d4790293-Reviews-Queen_s_Park-New_Westminster_British_Columbia.html,4,4,120,4.5,808,49.21311,-122.90649,471236.0668,1225542.349,New Westminster,5915029,5915,Greater Vancouver,57850,34260,32330,1925,505,25,27817,34603,487,Boundary Bay Airport,49.073888,-123.0075,Delta,25221,28 mins,28,812202,New Westminster Visitor Centre,49.200459,-122.91014,New Westminster,1971,6 mins,6,60,New Westminster,49.20265469,-122.9140896,New Westminster,54904,13,1713,5 mins,5,3262,6 mins,6,1111,49.229895,-122.8861,STN 247 NEW WEST-ROUSSEAU,New Westminster,1110,4 mins,4,1423,49.22012,-122.90829,NEW WESTMINSTER FIRE DEPT HALL 1,New Westminster,1467,5 mins,5,1908,49.213391,-122.92101,NEW WESTMINSTER COMMUNITY POLICING,New Westminster,2,14,19,10,153,65,123,223,138,47,88,84,222,266,393
138,138,Whistler Blackcomb's Coca-Cola Tube Park,"Ski & Snowboard Areas, Nature & Parks, Outdoor Activities","Whistler, British Columbia V0N 1B4, ",https://www.tripadvisor.ca/Attraction_Review-g154948-d975121-Reviews-Whistler_Blackcomb_s_Coca_Cola_Tube_Park-Whistler_British_Columbia.html,1,2,296,4,1480,50.11419,-122.956055,571165.6982,1217624.679,Whistler,5931020,5924,Strathcona,9245,6925,6555,365,60,20,29550,39221,507,Vancouver International Airport,49.194722,-123.18388,Richmond,134968,2 hours 2 mins,122,812212,Whistler Visitor Centre,50.11596,-122.95584,Whistler,636,3 mins,3,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,119285,1 hour 32 mins,92,2044,5 mins,5,1187,50.122201,-122.96066,STN 224 WHISTLER,Whistler,727,3 mins,3,1569,50.116456,-122.95424,WHISTLER FIRE DEPT HALL 1,Whistler,836,3 mins,3,1866,50.11671,-122.9541,WHISTLER RCMP,Whistler,0,4,4,0,15,0,20,12,18,5,8,11,58,82,109
139,139,Deer Lake Park,Nature & Parks,"Burnaby, British Columbia V5G 2J3, ",https://www.tripadvisor.ca/Attraction_Review-g181793-d4765406-Reviews-Deer_Lake_Park-Burnaby_British_Columbia.html,4,4,152,4.5,4571,49.23543,-122.97797,473488.5755,1220228.241,Burnaby,5915025,5953,Fraser-Fort George,200855,109545,102125,7420,1505,160,22319,30829,507,Vancouver International Airport,49.194722,-123.18388,Richmond,18548,31 mins,31,812202,New Westminster Visitor Centre,49.200459,-122.91014,New Westminster,8460,19 mins,19,114,Burnaby,49.24637317,-122.9639663,Burnaby,192389,3,5180,11 mins,11,1770,4 mins,4,1112,49.224097,-122.98557,STN 260 NEW WESTMINSTER-12TH,Burnaby,1706,5 mins,5,1570,49.224952,-122.99196,BURNABY FIRE DEPT STATION 3,Burnaby,3277,7 mins,7,1760,49.242135,-122.97079,BURNABY RCMP,Burnaby,2,12,19,9,150,65,123,219,137,47,82,87,222,262,388
140,140,North Island Wildlife Recovery Centre,"Nature & Wildlife Areas, Nature & Parks","Errington, British Columbia V0R 1V0, ",https://www.tripadvisor.ca/Attraction_Review-g1066834-d2267766-Reviews-North_Island_Wildlife_Recovery_Centre-Errington_Vancouver_Island_British_Columbi.html,1,2,151,4.5,242,49.29429,-124.35759,476714.3019,1119563.336,Nanaimo F,5921032,5909,Fraser Valley,6675,3875,3545,330,60,100,20242,27740,530,Qualicum Beach Airport,49.337222,-124.39388,Qualicum Beach,17210,16 mins,16,812175,Parksville Visitor Centre,49.301627,-124.2557,Parksville,9498,9 mins,9,66,Parksville,49.32015947,-124.3068176,Parksville,10613,31,6789,10 mins,10,4193,6 mins,6,1116,49.309789,-124.32384,STN 130 PARKSVILLE,Parksville,3232,5 mins,5,1228,49.305917,-124.36758,ERRINGTON FIRE DEPT HALL 1,Nanaimo F,5662,8 mins,8,1950,49.317898,-124.31091,PARKSVILLE COMMUNITY POLICING,Parksville,0,3,1,0,1,0,18,26,5,0,8,12,16,32,85
141,141,Rainbow Park,Nature & Parks,"Whistler, British Columbia V0N 0A0, ",https://www.tripadvisor.ca/Attraction_Review-g154948-d6707256-Reviews-Rainbow_Park-Whistler_British_Columbia.html,1,2,119,4.5,1529,50.120815,-122.98343,571818.2605,1215637.318,Whistler,5931020,5901,East Kootenay,9245,6925,6555,365,60,20,29550,39221,507,Vancouver International Airport,49.194722,-123.18388,Richmond,134771,2 hours 3 mins,123,812212,Whistler Visitor Centre,50.11596,-122.95584,Whistler,8486,12 mins,12,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,119088,1 hour 32 mins,92,7735,12 mins,12,1187,50.122201,-122.96066,STN 224 WHISTLER,Whistler,4937,7 mins,7,1568,50.153594,-122.95985,WHISTLER FIRE DEPT HALL 2,Whistler,8686,13 mins,13,1866,50.11671,-122.9541,WHISTLER RCMP,Whistler,0,4,4,0,15,0,20,12,18,5,8,11,58,82,109
142,142,Willingdon Beach Trail,"Hiking Trails, Outdoor Activities, Nature & Parks","Powell River, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g184843-d4985605-Reviews-Willingdon_Beach_Trail-Powell_River_Sunshine_Coast_British_Columbia.html,3,1,120,4.5,68,49.847855,-124.53142,537958.5254,1105634.404,Powell River,5927008,5915,Greater Vancouver,12685,5895,5480,415,65,175,24444,31332,561,Powell River Airport,49.834166,-124.50027,Powell River,3570,8 mins,8,812206,Powell River Visitor Centre,49.848083,-124.52229,Powell River,1354,3 mins,2,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,41127,1 hour 53 mins,113,1967,4 mins,4,1128,49.836153,-124.51865,STN 229 POWELL RIVER,Powell River,1608,4 mins,4,1200,49.838018,-124.52151,POWELL RIVER MUN FIRE DEPT HALL 1,Powell River,1843,4 mins,4,1831,49.841557,-124.5166,POWELL RIVER RCMP,Powell River,0,1,0,0,1,0,0,5,1,1,2,12,15,20,37
143,143,Thunderbird Park,Nature & Parks,"Victoria, British Columbia V8W 1A1, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d3528315-Reviews-Thunderbird_Park-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_Bri.html,2,3,162,4,1974,48.420033,-123.366554,381881.6545,1195291.73,Victoria,5917034,5915,Greater Vancouver,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,26702,32 mins,32,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,594,2 mins,2,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,1188,4 mins,4,749,3 mins,3,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,407,1 min,1,1576,48.41765,-123.3672,VICTORIA FIRE DEPT HALL 2,Victoria,927,3 mins,3,1941,48.416107,-123.37389,JAMES BAY COMMUNITY POLICING,Victoria,0,5,8,1,25,14,39,93,32,22,39,69,148,142,193
144,144,Munson Mountain,"Mountains, Nature & Parks","Penticton, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154937-d6514009-Reviews-Munson_Mountain-Penticton_Okanagan_Valley_British_Columbia.html,1,2,106,4.5,249,49.50409,-119.58093,519720.836,1464582.714,Penticton,5907041,5909,Fraser Valley,31390,15480,14425,1055,110,85,22763,29422,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,8383,14 mins,14,812249,Penticton & Wine Country Visitor Centre,49.493577,-119.60336,Penticton,2885,7 mins,7,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,2023,5 mins,5,3228,7 mins,7,1120,49.482215,-119.5936,STN 329 PENTICTON,Penticton,1542,5 mins,5,1565,49.498005,-119.59595,PENTICTON FIRE HALL 1,Penticton,2638,6 mins,6,1826,49.487042,-119.5866,PENTICTON COMMUNITY POLICING,Penticton,0,3,0,1,5,1,16,23,7,1,89,5,23,29,139
145,145,Tynehead Park,Nature & Parks,"Surrey, British Columbia V4N 6H4, ",https://www.tripadvisor.ca/Attraction_Review-g183462-d4780032-Reviews-Tynehead_Park-Surrey_British_Columbia.html,4,4,123,4.5,676,49.176853,-122.745605,467738.0509,1237449.245,Surrey,5915004,5931,Squamish-Lillooet,392450,210935,198885,12045,1655,395,23983,32733,487,Boundary Bay Airport,49.073888,-123.0075,Delta,29507,33 mins,33,812401,Langley Visitor Centre,49.146232,-122.66767,Langley,9243,11 mins,11,56,Surrey,49.14150566,-122.8039484,Surrey,340094,2,8218,11 mins,11,4783,7 mins,7,1193,49.176235,-122.80356,STAR AMBULANCE,Surrey,3539,5 mins,5,1605,49.184918,-122.73398,SURREY FIRE DEPT FIRE HALL 5,Surrey,4811,7 mins,7,1988,49.194951,-122.77738,SURREY STOREFRONT COMMUNITY POLICING,Surrey,2,14,18,10,127,51,84,143,124,40,76,46,154,189,289
146,146,Mission Creek Regional Park,Nature & Parks,"Kelowna, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d8419373-Reviews-Mission_Creek_Regional_Park-Kelowna_Okanagan_Valley_British_Columbia.html,2,3,90,4.5,1125,49.884792,-119.49397,562443.9596,1466974.315,Kelowna,5935010,5909,Fraser Valley,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,14640,20 mins,20,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,215,1 min,1,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,4429,8 mins,8,622,3 mins,3,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,246,1 min,1,1685,49.885007,-119.49687,KELOWNA FIRE DEPT HALL 2,Kelowna,588,2 mins,2,1796,49.889189,-119.49518,KELOWNA RCMP,Kelowna,0,3,7,2,18,6,22,32,27,8,95,41,104,104,167
147,147,Redwood Park,"Nature & Wildlife Areas, Nature & Parks","Surrey, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g183462-d3478220-Reviews-Redwood_Park-Surrey_British_Columbia.html,2,3,121,4.5,492,49.03838,-122.734,452411.0622,1239004.794,Surrey,5915004,5926,Comox Valley,392450,210935,198885,12045,1655,395,23983,32733,487,Boundary Bay Airport,49.073888,-123.0075,Delta,25315,21 mins,21,812210,Surrey Visitor Centre,49.015563,-122.73519,Surrey,2637,3 mins,3,57,White Rock,49.02448732,-122.8035148,White Rock,17371,23,6649,11 mins,11,4955,7 mins,7,1160,49.044942,-122.7904,STN 254 WHITE ROCK,Surrey,131,1 min,0,1614,49.038927,-122.73484,SURREY FIRE DEPT FIRE HALL 14,Surrey,6231,11 mins,10,1976,49.035467,-122.80189,SOUTH SURREY RCMP DISTRICT OFFICE,Surrey,0,7,5,6,38,13,33,55,67,7,31,11,35,89,148
148,148,Rebecca Spit Marine Provincial Park,"Beaches, Mountains, Nature & Wildlife Areas, Hiking Trails, Outdoor Activities, Nature & Parks, More","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g183805-d9743134-Reviews-Rebecca_Spit_Marine_Provincial_Park-Quadra_Island_British_Columbia.html,1,2,64,5,19,50.09248,-125.18317,564408.2664,1058443.248,Strathcona C,5924054,5947,Skeena-Queen Charlotte,,,,,,,,,566,Campbell River Airport,49.950833,-125.27083,Campbell River,24910,53 mins,53,811941,Campbell River Visitor Centre,50.027318,-125.24536,Campbell River,12365,42 mins,42,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,65271,1 hour 17 mins,77,5299,6 mins,6,1136,50.052802,-125.19021,STN 170 QUADRA ISLAND,Strathcona C,7796,10 mins,10,1234,50.045529,-125.21435,QUADRA ISLAND FIRE DEPT,Strathcona C,7532,9 mins,9,1835,50.046567,-125.20975,QUADRA ISLAND RCMP,Strathcona C,0,1,0,0,1,2,1,4,4,2,2,39,48,56,58
149,149,Fort George Park,Nature & Parks,"Prince George, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154938-d1546684-Reviews-Fort_George_Park-Prince_George_British_Columbia.html,3,1,154,4.5,319,53.90848,-122.72978,994346.2143,1214261.597,Prince George,5953023,5923,Alberni-Clayoquot,70375,40870,37755,3110,270,720,27670,35695,683,Prince George Airport,53.884166,-122.6775,Prince George,13981,16 mins,16,812294,Prince George Visitor Centre,53.919025,-122.7444,Prince George,2287,5 mins,5,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,5995,9 mins,9,2525,6 mins,6,1130,53.910626,-122.76322,STN 531 PRINCE GEORGE-EDMONTON,Prince George,1623,4 mins,4,1459,53.913248,-122.74668,PRINCE GEORGE  FIRE HALL 1 BASE,Prince George,1780,4 mins,4,1956,53.915747,-122.74421,PRINCE GEORGE COMMUNITY POLICING,Prince George,0,1,0,1,3,2,1,3,7,0,2,1,2,8,43
150,150,Great Blue Heron Nature Reserve,"Nature & Wildlife Areas, Nature & Parks","Chilliwack, British Columbia V2R 4N7, ",https://www.tripadvisor.ca/Attraction_Review-g154927-d4069117-Reviews-Great_Blue_Heron_Nature_Reserve-Chilliwack_British_Columbia.html,1,2,104,4.5,500,49.096264,-122.04455,461403.8748,1289051.515,Chilliwack,5909020,5915,Greater Vancouver,68670,35255,33390,1870,245,145,24726,31776,506,Chilliwack Airport,49.152777,-121.93888,Chilliwack,12965,13 mins,13,812193,Chilliwack Visitor Centre,49.143881,-122.00377,Chilliwack,7836,10 mins,10,166,Chilliwack,49.14529041,-121.9577287,Chilliwack,65421,12,12333,15 mins,15,13201,16 mins,16,1039,49.157119,-121.95129,STN 206 CHILLIWACK,Chilliwack,2741,4 mins,4,1732,49.119895,-122.04611,CHILLIWACK FIRE HALL 6 GREENDALE,Chilliwack,7027,10 mins,10,1983,49.10303,-121.96956,RCMP PACIFIC REGION TRAINING CENTRE,Chilliwack,0,5,3,0,12,3,11,33,16,2,9,26,34,60,78
151,151,Panorama Mountain,"Ski & Snowboard Areas, Outdoor Activities, Nature & Parks","Panorama, British Columbia V0A 1T0, ",https://www.tripadvisor.ca/Attraction_Review-g499143-d2627522-Reviews-Panorama_Mountain-Panorama_Kootenay_Rockies_British_Columbia.html,3,1,170,4.5,29,50.45683,-116.23747,652314.9691,1690728.309,East Kootenay F,5901046,5933,Thompson-Nicola,2885,1700,1650,45,10,20,27058,51507,580,Cranbrook/Canadian Rockies International Airport,49.612222,-115.78194,Cranbrook,161737,1 hour 51 mins,111,812288,Radium Hot Springs Visitor Centre,50.619367,-116.07038,Radium Hot Springs,35739,33 mins,33,46,Kimberley,49.67531114,-115.9873367,Kimberley,6976,37,140985,1 hour 42 mins,102,21280,23 mins,23,1076,50.505937,-116.03452,STN 411 INVERMERE,Invermere,1506,3 mins,3,1444,50.463834,-116.23401,PANORAMA FIRE DEPT,East Kootenay F,22637,24 mins,24,1768,50.515014,-116.00243,COLUMBIA VALLEY RCMP,East Kootenay F,0,2,0,0,0,0,8,9,3,0,1,5,8,23,41
152,152,Blackie Spit Park,Nature & Parks,"Surrey, British Columbia V4A 3C9, ",https://www.tripadvisor.ca/Attraction_Review-g183462-d6857206-Reviews-Blackie_Spit_Park-Surrey_British_Columbia.html,2,3,106,4.5,538,49.05876,-122.8816,454185.5138,1228110.943,Surrey,5915004,5953,Fraser-Fort George,392450,210935,198885,12045,1655,395,23983,32733,487,Boundary Bay Airport,49.073888,-123.0075,Delta,21969,22 mins,22,824388,White Rock Visitor Centre,49.029435,-122.79942,White Rock,9445,16 mins,16,57,White Rock,49.02448732,-122.8035148,White Rock,17371,23,9661,16 mins,16,8382,14 mins,14,1160,49.044942,-122.7904,STN 254 WHITE ROCK,Surrey,2236,5 mins,5,1612,49.049737,-122.86688,SURREY FIRE DEPT FIRE HALL 12,Surrey,8682,15 mins,15,1976,49.035467,-122.80189,SOUTH SURREY RCMP DISTRICT OFFICE,Surrey,1,7,15,10,89,38,67,137,112,16,63,34,89,140,262
153,153,Quarry Rock Hike,"Hiking Trails, Nature & Parks, Outdoor Activities","North Vancouver, British Columbia V7G 1V5, ",https://www.tripadvisor.ca/Attraction_Review-g181717-d8356458-Reviews-Quarry_Rock_Hike-North_Vancouver_British_Columbia.html,4,4,99,4.5,2149,49.333763,-122.93659,484534.2856,1222769.235,North Vancouver,5915046,5915,Greater Vancouver,44860,27325,26060,1270,630,45,27800,35743,507,Vancouver International Airport,49.194722,-123.18388,Richmond,33174,49 mins,49,812203,North Vancouver Visitor Centre,49.310408,-123.08112,North Vancouver,13696,23 mins,23,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,13435,22 mins,22,12932,20 mins,20,1032,49.276058,-123.02283,STN 258 BURNABY,Burnaby,3337,7 mins,7,1659,49.315565,-122.96315,NORTH VANCOUVER HALL 4 DEEP COVE,North Vancouver,11731,20 mins,20,1911,49.3344,-123.03928,LYNN VALLEY COMMUNITY POLICING,North Vancouver,2,11,17,8,148,62,116,202,128,47,74,86,217,250,356
