,Tourism_asset,Accessbility_Assignments,Accessbility_Value,Tourism_asset_id,type,address,TripAdvisor_link,number_of_reviews,rating,Instagram_count,Tourism_asset_lat,Tourism_asset_lon,Tourism_asset_lat_BC_albers,Tourism_asset_lon_BC_albers,CSD,CSDUID,Total_population_CSD,Workforce_CSD,Employed_CSD,Unemployed_CSD,Occupations_art_culture_CSD,Occupations_natural_resources_CSD,Median_income_2005_CSD,Average_income_2005_CSD,Airport_id,Airport_name,Airport_lat,Airport_lon,Airport_CSD,Distance_meter_airport,Duration_min_airport,Duration_min_num_airport,Visitor_centre_id,vc_name,vc_lat,vc_lon,vc_CSD,Distance_meter_vc,Duration_min_vc,Duration_min_num_vc,City_id,City_name,City_lat,City_lon,City_CSD,City_Pop_2000,City_Pop_Rank,Distance_meter_city,Duration_min_city,Duration_min_num_city,Distance_meter_ambulance,Duration_min_ambulance,Duration_min_num_ambulance,First_responder_id_ambulance,First_responder_lat_ambulance,First_responder_lon_ambulance,First_responder_name_ambulance,First_responder_CSD_ambulance,Distance_meter_fire,Duration_min_fire,Duration_min_num_fire,First_responder_id_fire,First_responder_lat_fire,First_responder_lon_fire,First_responder_name_fire,First_responder_CSD_fire,Distance_meter_police,Duration_min_police,Duration_min_num_police,First_responder_id_police,First_responder_lat_police,First_responder_lon_police,First_responder_name_police,First_responder_CSD_police,events_10km,traveller_resources_10km,classes_workshops_10km,casinos_10km,nightlife_10km,concerts_shows_10km,spas_wellness_10km,shopping_10km,fun_games_10km,transportation_10km,food_drinks_10km,boat_tours_10km,tours_10km,outdoor_activities_10km,hotels_10km
400,EcoDairy,2,5,1465,"Farms, Sights & Landmarks","Abbotsford, British Columbia V2S 8H2, ",https://www.tripadvisor.ca/Attraction_Review-g181725-d1829538-Reviews-EcoDairy-Abbotsford_British_Columbia.html,44,4.5,264,49.02734,-122.26537,452882.1158,1273333.82,Abbotsford,5909052,122175,65645,62025,3620,380,135,22990,31051,484,Abbotsford International Airport,49.025277,-122.36055,Abbotsford,8898,9 mins,9,812188,Abbotsford Visitor Centre,49.036651,-122.26672,Abbotsford,1116,2 mins,2,53,Abbotsford,49.05461205,-122.1834292,Upper Sumas 6,115126,5,7183,7 mins,7,1793,4 mins,4,1018,49.038582,-122.27647,STN 202 ABBOTSFORD,Abbotsford,2803,6 mins,6,1681,49.045741,-122.28602,ABBOTSFORD FIRE DEPT HALL 6,Abbotsford,3570,7 mins,7,1970,49.049103,-122.28953,ABBOTSFORD COMMUNITY POLICING,Abbotsford,0,4,3,1,13,4,8,35,18,2,19,18,30,59,70
401,Nikkei Internment Memorial Centre,0,4,1447,"Monuments & Statues, History Museums, Sights & Landmarks, Museums","New Denver, British Columbia VOG 1SO, ",https://www.tripadvisor.ca/Attraction_Review-g635701-d678504-Reviews-Nikkei_Internment_Memorial_Centre-New_Denver_Kootenay_Rockies_British_Columbia.html,61,4.5,21,49.98647,-117.37533,589911.0321,1617006.553,New Denver,5903032,485,190,170,20,10,10,16818,23726,541,Castlegar/West Kootenay Regional Airport,49.296388,-117.6325,Castlegar,96711,1 hour 19 mins,79,812287,New Denver Visitor Centre,49.991547,-117.37369,New Denver,888,2 mins,2,42,Nelson,49.48748867,-117.2946503,Nelson,9677,32,98702,1 hour 17 mins,77,328,1 min,1,1110,49.984133,-117.37391,STN 422 NEW DENVER,New Denver,1030,3 mins,3,1421,49.990292,-117.37721,NEW DENVER VOL FIRE DEPT,New Denver,741,2 mins,2,1817,49.990296,-117.3733,NEW DENVER RCMP,New Denver,0,0,0,0,0,0,0,0,0,1,0,1,1,5,7
402,Hatley Castle,0,4,1419,"Architectural Buildings, Castles, Mysterious Sites, Sights & Landmarks, More","Colwood, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1172384-d156366-Reviews-Hatley_Castle-Colwood_Victoria_Capital_Regional_District_Vancouver_Island_British.html,168,4,2069,48.434383,-123.47283,383185.6956,1187357.076,Colwood,5917041,14670,8235,7900,340,50,10,32538,36692,464,Victoria International Airport,48.646944,-123.42583,North Saanich,30567,34 mins,34,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,12194,25 mins,25,123,Colwood,48.4271392,-123.4854825,Colwood,14655,26,2807,7 mins,7,5536,12 mins,12,1182,48.451373,-123.51792,STN 109 LANGFORD/STN 199 VICDOC,Langford,3337,6 mins,6,1299,48.425914,-123.48944,COLWOOD FIRE & RESCUE,Colwood,5194,11 mins,11,1865,48.447979,-123.49497,WESTSHORE RCMP,Langford,0,5,8,1,25,14,39,96,32,22,44,70,149,144,211
403,Murtle Lake Provincial Park,3,3,820,"National Parks, Nature & Parks","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154922-d3345910-Reviews-Murtle_Lake_Provincial_Park-British_Columbia.html,3,5,34,54.136696,-124.63623,1015723.438,1088888.476,Bulkley-Nechako D,5951017,1665,870,755,110,10,85,20216,30779,709,Smithers Airport,54.825277,-127.18277,Smithers,255502,3 hours 12 mins,192,812295,Fort St James Visitor Centre,54.439783,-124.25146,Fort St. James,54671,1 hour 6 mins,66,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,164521,2 hours 12 mins,132,36882,41 mins,41,1060,54.059362,-124.84863,STN 763 FRASER LAKE,Fraser Lake,22842,29 mins,29,1332,54.062553,-124.55186,FORT FRASER VOL FIRE DEPT,Bulkley-Nechako D,35951,39 mins,39,1782,54.055932,-124.84162,FRASER LAKE RCMP,Fraser Lake,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4
404,Emily Carr House,2,5,1427,"Historic Sites, Points of Interest & Landmarks, Sights & Landmarks","Victoria, British Columbia V8V 2K8, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d155471-Reviews-Emily_Carr_House-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_Brit.html,109,4,1973,48.4138,-123.3698,381181.5604,1195076.814,Victoria,5917034,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,27639,34 mins,34,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,1154,4 mins,4,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,2124,7 mins,7,1321,4 mins,4,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,510,1 min,1,1576,48.41765,-123.3672,VICTORIA FIRE DEPT HALL 2,Victoria,429,2 mins,2,1941,48.416107,-123.37389,JAMES BAY COMMUNITY POLICING,Victoria,0,5,8,1,25,14,39,94,32,22,39,69,148,142,191
405,Horseshoe Bay Park,2,5,281,"Playgrounds, Nature & Parks, Fun & Games","West Vancouver, British Columbia V7W 3H5, ",https://www.tripadvisor.ca/Attraction_Review-g183731-d8632595-Reviews-Horseshoe_Bay_Park-West_Vancouver_British_Columbia.html,44,4.5,1242,49.374924,-123.274055,488101.5186,1198065.787,West Vancouver,5915055,41625,20480,19570,910,610,15,33807,77970,507,Vancouver International Airport,49.194722,-123.18388,Richmond,35094,50 mins,50,814495,Bowen Island Tourist/Visitor Info Booth,49.380977,-123.33303,Bowen Island,6556,40 mins,40,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,19411,19 mins,19,6865,41 mins,41,1031,49.38105,-123.33897,STN 225 BOWEN ISLAND,Bowen Island,1463,4 mins,4,1591,49.366021,-123.27717,WEST VANCOUVER FIRE DEPT HALL 2,West Vancouver,6748,40 mins,40,1759,49.380219,-123.33772,BOWEN ISLAND RCMP,Bowen Island,2,11,15,4,122,53,99,185,82,42,68,83,204,218,327
406,South Chilcotin Mountains Provincial Park,3,3,932,"Mountains, Nature & Parks","Lillooet, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g635945-d6510361-Reviews-South_Chilcotin_Mountains_Provincial_Park-Lillooet_British_Columbia.html,2,4.5,71,50.68899,-121.93718,638683.9594,1286729.313,Lillooet,5931026,2295,1255,1135,120,0,55,22542,30899,506,Chilliwack Airport,49.152777,-121.93888,Chilliwack,223625,2 hours 38 mins,158,812215,Lillooet Visitor Centre,50.691133,-121.93755,Lillooet,240,1 min,0,166,Chilliwack,49.14529041,-121.9577287,Chilliwack,65421,12,223626,2 hours 38 mins,158,1768,3 mins,3,1089,50.698877,-121.92786,STN 318 LILLOOET,Lillooet,819,1 min,1,1384,50.694532,-121.93145,LILLOOET VOL FIRE DEPT,Lillooet,1453,2 mins,2,1803,50.699343,-121.9269,LILLOOET RCMP,Lillooet,0,0,0,0,0,0,0,2,0,1,1,0,1,1,10
407,Wave Hill Farm,0,4,1683,"Farms, Sights & Landmarks","British Columbia V8K 1W7, ",https://www.tripadvisor.ca/Attraction_Review-g154941-d292784-Reviews-Wave_Hill_Farm-Salt_Spring_Island_British_Columbia.html,1,5,918,48.760563,-123.411896,419529.0046,1190549.246,Capital F,5917027,9560,5080,4895,180,225,55,24048,33688,464,Victoria International Airport,48.646944,-123.42583,North Saanich,25866,1 hour 11 mins,71,812180,Salt Spring Island Visitor Centre,48.853157,-123.49985,Capital F,14912,18 mins,18,68,Duncan,48.77731484,-123.7053172,Duncan,4766,39,41391,1 hour 22 mins,82,16222,21 mins,21,2018,48.858947,-123.51054,STN 103 GANGES,Capital F,9577,12 mins,12,1743,48.774147,-123.47364,SALT SPRING ISLAND FIRE HALL 2,Capital F,16307,20 mins,20,1843,48.86189,-123.51202,SALT SPRING RCMP,Capital F,0,5,4,0,7,4,16,55,7,0,48,26,40,51,183
408,Cariboo Nature Provincial Park,0,4,1200,Nature & Parks,"Lac La Hache, British Columbia V0K 1T0, ",https://www.tripadvisor.ca/Attraction_Review-g1050306-d7321253-Reviews-Cariboo_Nature_Provincial_Park-Lac_La_Hache_Cariboo_British_Columbia.html,0,0,39,51.88662,-121.63663,773107.3605,1299696.364,Cariboo G,5941015,4970,2535,2310,225,35,65,22067,29947,657,Williams Lake Regional Airport,52.183333,-122.05444,Williams Lake,65647,56 mins,56,812214,100 Mile House Visitor Centre,51.641926,-121.30082,One Hundred Mile House,46281,37 mins,37,31,Williams Lake,52.12602987,-122.1430729,Williams Lake,12101,28,54273,46 mins,46,46916,38 mins,38,1015,51.638662,-121.29256,STN 327 100 MILE HOUSE,One Hundred Mile House,13369,17 mins,16,1378,51.839558,-121.55733,LAC LA HACHE VOL FIRE DEPT,Cariboo G,46717,37 mins,37,1822,51.636556,-121.29958,100 MILE HOUSE RCMP,One Hundred Mile House,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
409,Gitanyow Totem Poles,0,4,1670,"Historic Sites, Points of Interest & Landmarks, Sights & Landmarks","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154922-d12319141-Reviews-Gitanyow_Totem_Poles-British_Columbia.html,1,5,18,55.265232,-128.06474,1142745.064,869107.6445,Gitanyow 1,5949815,0,150,70,75,0,10,9664,14735,455,Terrace (Northwest Regional) Airport,54.468611,-128.57833,Terrace,119625,1 hour 19 mins,79,816684,Terrace Visitor Centre,54.513101,-128.58419,Terrace,115617,1 hour 15 mins,75,19,Terrace,54.51567681,-128.610207,Terrace,13871,27,117574,1 hour 19 mins,79,19775,16 mins,16,1085,55.111946,-128.02332,STN 674 KITWANGA,Kitimat-Stikine B,22796,17 mins,17,1708,55.103433,-128.06884,GITWANGAK FIRE HALL,Gitwangak 1,67033,48 mins,48,1818,55.243928,-127.58797,NEW HAZELTON RCMP,New Hazelton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
410,Peak to Creek,2,5,130,"Ski & Snowboard Areas, Outdoor Activities, Nature & Parks","Whistler, British Columbia V0N 1B3, ",https://www.tripadvisor.ca/Attraction_Review-g154948-d2651421-Reviews-Peak_to_Creek-Whistler_British_Columbia.html,119,4.5,1528,50.107483,-122.98211,570340.4982,1215794.827,Whistler,5931020,9245,6925,6555,365,60,20,29550,39221,507,Vancouver International Airport,49.194722,-123.18388,Richmond,133328,2 hours 0 mins,120,812212,Whistler Visitor Centre,50.11596,-122.95584,Whistler,2598,5 mins,5,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,117645,1 hour 30 mins,90,3718,6 mins,6,1187,50.122201,-122.96066,STN 224 WHISTLER,Whistler,2689,5 mins,5,1569,50.116456,-122.95424,WHISTLER FIRE DEPT HALL 1,Whistler,2798,5 mins,5,1866,50.11671,-122.9541,WHISTLER RCMP,Whistler,0,4,4,0,15,0,20,12,18,5,8,11,58,82,109
411,Prince Rupert Fire Museum Society,0,4,3891,"Speciality Museums, Museums","Prince Rupert, British Columbia V8J 1A8, ",https://www.tripadvisor.ca/Attraction_Review-g154939-d6419756-Reviews-Prince_Rupert_Fire_Museum_Society-Prince_Rupert_British_Columbia.html,18,4,120,54.315277,-130.325,1043371.285,719477.9109,Prince Rupert,5947012,12755,6950,6060,895,35,435,24835,31481,693,Prince Rupert Airport,54.286111,-130.44472,Skeena-Queen Charlotte A,11420,44 mins,44,812296,Prince Rupert Visitor Centre,54.313018,-130.32601,Prince Rupert,324,1 min,1,20,Prince Rupert,54.27185405,-130.2717334,Prince Rupert,17027,24,9705,10 mins,10,2086,6 mins,6,1132,54.305563,-130.33158,STN 684 PRINCE RUPERT,Prince Rupert,28,1 min,0,1460,54.315647,-130.32505,PRINCE RUPERT FIRE DEPT,Prince Rupert,697,2 mins,2,1833,54.313239,-130.31824,PRINCE RUPERT RCMP,Prince Rupert,0,1,0,1,1,1,0,3,2,1,1,16,19,20,24
412,Conkle Lake Provincial Park,0,4,701,"State Parks, Nature & Parks","British Columbia V0H 2B0, ",https://www.tripadvisor.ca/Attraction_Review-g154922-d6376805-Reviews-Conkle_Lake_Provincial_Park-British_Columbia.html,6,4.5,49,49.169483,-119.10201,485974.1801,1502756.185,Kootenay Boundary E,5905054,2230,1280,1170,110,10,50,17947,25050,532,Trail Airport,49.055555,-117.60916,Kootenay Boundary A,220740,3 hours 9 mins,189,812191,Greenwood Visitor Centre,49.090294,-118.67743,Greenwood,63652,1 hour 9 mins,69,109,Greenwood,49.09411604,-118.67733,Greenwood,758,44,64077,1 hour 10 mins,70,50116,1 hour 1 min,61,1102,49.008655,-118.77804,STN 415 MIDWAY,Midway,50125,1 hour 1 min,61,1409,49.008568,-118.77792,MIDWAY VOL FIRE DEPT,Midway,50067,1 hour 0 mins,60,1812,49.008071,-118.77582,MIDWAY RCMP,Midway,0,1,0,0,1,0,2,2,0,0,5,2,4,8,22
413,Surge Narrows Provincial Park,0,4,945,Nature & Parks,"Surge Narrows, British Columbia V0P 1W0, ",https://www.tripadvisor.ca/Attraction_Review-g2163374-d7281905-Reviews-Surge_Narrows_Provincial_Park-Surge_Narrows_Read_Island_British_Columbia.html,2,4.5,15,50.19244,-125.17761,575532.6843,1058711.857,Strathcona C,5924054,,,,,,,,,566,Campbell River Airport,49.950833,-125.27083,Campbell River,41218,1 hour 15 mins,75,811941,Campbell River Visitor Centre,50.027318,-125.24536,Campbell River,28673,1 hour 3 mins,63,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,81579,1 hour 39 mins,99,25725,33 mins,33,1136,50.052802,-125.19021,STN 170 QUADRA ISLAND,Strathcona C,24104,32 mins,32,1234,50.045529,-125.21435,QUADRA ISLAND FIRE DEPT,Strathcona C,23678,31 mins,31,1835,50.046567,-125.20975,QUADRA ISLAND RCMP,Strathcona C,0,1,0,0,1,2,1,4,3,2,1,35,42,50,47
414,Rk Heliski,0,4,334,"Ski & Snowboard Areas, Nature & Parks, Outdoor Activities","Panorama, British Columbia V0A 1T0, ",https://www.tripadvisor.ca/Attraction_Review-g499143-d3584199-Reviews-Rk_Heliski-Panorama_Kootenay_Rockies_British_Columbia.html,53,5,29,50.457054,-116.240845,652306.7378,1690487.606,East Kootenay F,5901046,2885,1700,1650,45,10,20,27058,51507,580,Cranbrook/Canadian Rockies International Airport,49.612222,-115.78194,Cranbrook,161585,1 hour 51 mins,110,812288,Radium Hot Springs Visitor Centre,50.619367,-116.07038,Radium Hot Springs,35587,32 mins,32,46,Kimberley,49.67531114,-115.9873367,Kimberley,6976,37,140833,1 hour 42 mins,102,21128,22 mins,22,1076,50.505937,-116.03452,STN 411 INVERMERE,Invermere,1354,3 mins,3,1444,50.463834,-116.23401,PANORAMA FIRE DEPT,East Kootenay F,22486,23 mins,23,1768,50.515014,-116.00243,COLUMBIA VALLEY RCMP,East Kootenay F,0,2,0,0,0,0,8,9,2,0,1,5,8,23,37
415,Seeley Lake Provincial Park,0,4,765,Nature & Parks,"Hazelton, Kitimat-Stikine District, British Columbia V0J 1Y1, ",https://www.tripadvisor.ca/Attraction_Review-g1207923-d5005014-Reviews-Seeley_Lake_Provincial_Park-Hazelton_Kitimat_Stikine_District_British_Columbia.html,6,4.5,113,55.26757,-127.62287,1142276.367,897120.0068,Kitimat-Stikine B,5949028,1610,850,675,170,0,75,20514,26207,455,Terrace (Northwest Regional) Airport,54.468611,-128.57833,Terrace,143082,1 hour 35 mins,95,816684,Terrace Visitor Centre,54.513101,-128.58419,Terrace,139075,1 hour 31 mins,91,19,Terrace,54.51567681,-128.610207,Terrace,13871,27,141031,1 hour 35 mins,95,2473,4 mins,4,1072,55.259622,-127.65224,STN 679 HAZELTON,Hazelton,3077,5 mins,5,1584,55.257654,-127.66104,GITANMAAX FIRE HALL,Gitanmaax 1,4624,8 mins,8,1818,55.243928,-127.58797,NEW HAZELTON RCMP,New Hazelton,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6
416,Stotan Falls,0,4,969,"Waterfalls, Nature & Parks","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g6586257-d10840485-Reviews-Stotan_Falls-Comox_Valley_Vancouver_Island_British_Columbia.html,1,5,176,49.6745,-124.92532,518176.0061,1077596.513,Comox,5926005,12010,5525,5185,340,30,110,29009,35855,553,CFB Comox (Comox Airport),49.710833,-124.88666,Comox,6105,9 mins,9,823223,Comox Valley Visitor Centre,49.63456,-125.00369,Cumberland,12276,15 mins,15,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,6544,12 mins,12,5672,8 mins,8,1042,49.682782,-124.98744,STN 150 COURTENAY,Courtenay,1467,3 mins,3,1206,49.682661,-124.92973,COMOX FIRE DEPT,Comox,7080,12 mins,12,1770,49.699583,-124.98721,COURTENAY RCMP,Courtenay,0,1,2,1,6,0,9,13,5,2,14,22,31,44,81
417,Summerland Ornamental Gardens,2,5,198,"Gardens, Nature & Parks","Summerland, British Columbia V0H 1Z0, ",https://www.tripadvisor.ca/Attraction_Review-g616300-d4790265-Reviews-Summerland_Ornamental_Gardens-Summerland_Okanagan_Valley_British_Columbia.html,75,4.5,326,49.565933,-119.65224,526102.094,1458819.967,Summerland,5907035,10685,5150,4845,300,55,30,22688,31019,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,18291,20 mins,20,812249,Penticton & Wine Country Visitor Centre,49.493577,-119.60336,Penticton,11682,11 mins,11,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,12992,15 mins,15,8656,10 mins,10,1158,49.605659,-119.67785,STN 334 SUMMERLAND,Summerland,9213,11 mins,11,1515,49.603081,-119.68255,SUMMERLAND FIRE DEPT,Summerland,8517,11 mins,11,1851,49.605136,-119.67496,SUMMERLAND RCMP,Summerland,0,5,0,1,6,1,18,31,9,1,100,8,32,37,161
418,Tofino Botanical Gardens,0,4,160,"Gardens, Nature & Parks","Tofino, British Columbia V0R 2Z0, ",https://www.tripadvisor.ca/Attraction_Review-g154942-d553456-Reviews-Tofino_Botanical_Gardens-Tofino_Clayoquot_Sound_Vancouver_Island_British_Columbia.html,259,4,1224,49.133457,-125.89284,457464.062,1007828.726,Tofino,5923025,1655,1055,1000,55,25,30,22696,30538,483,Tofino/Long Beach Airport,49.082222,-125.7725,Alberni-Clayoquot C,15562,16 mins,16,812183,Tofino Visitor Centre,49.152451,-125.90279,Tofino,2616,4 mins,4,71,Port Alberni,49.25064062,-124.8083803,Port Alberni,19329,22,121180,1 hour 43 mins,103,660,1 min,1,1194,49.139009,-125.8907,STN 136 TOFINO,Tofino,2876,5 mins,5,1219,49.152779,-125.90634,TOFINO FIRE DEPT,Tofino,2708,4 mins,4,1855,49.152766,-125.90399,TOFINO RCMP,Tofino,0,1,1,0,2,0,8,9,1,1,2,47,51,62,78
419,Castlegar Sculpturewalk,0,4,1396,"Points of Interest & Landmarks, Sights & Landmarks","Castlegar, British Columbia V1N 1G4, ",https://www.tripadvisor.ca/Attraction_Review-g181791-d5269832-Reviews-Castlegar_Sculpturewalk-Castlegar_Kootenay_Rockies_British_Columbia.html,84,5,27,49.32541,-117.66524,514441.539,1604996.968,Castlegar,5903045,7060,3675,3385,290,50,25,25384,33974,541,Castlegar/West Kootenay Regional Airport,49.296388,-117.6325,Castlegar,6457,11 mins,11,812273,Castlegar Visitor Centre,49.295706,-117.65168,Castlegar,3805,7 mins,7,43,Castlegar,49.30629376,-117.6575424,Castlegar,7427,36,2309,4 mins,4,4115,7 mins,7,1035,49.292944,-117.64986,STN 402 CASTLEGAR,Castlegar,4190,7 mins,7,1284,49.292544,-117.6495,CASTLEGAR FIRE DEPT,Castlegar,99,1 min,0,1762,49.325334,-117.66619,CASTLEGAR RCMP,Castlegar,0,1,2,0,0,2,5,19,0,0,2,4,10,19,30
420,Capitol Hill Reservoir Park,2,5,849,Nature & Parks,"Burnaby, British Columbia V5B 1G6, ",https://www.tripadvisor.ca/Attraction_Review-g181793-d12414939-Reviews-Capitol_Hill_Reservoir_Park-Burnaby_British_Columbia.html,2,5,7196,49.286747,-122.9904,479146.7502,1219080.626,Burnaby,5915025,200855,109545,102125,7420,1505,160,22319,30829,507,Vancouver International Airport,49.194722,-123.18388,Richmond,24219,42 mins,42,812211,Vancouver Visitor Centre,49.287673,-123.1153,Vancouver,10509,23 mins,23,114,Burnaby,49.24637317,-122.9639663,Burnaby,192389,3,6009,12 mins,12,3605,7 mins,7,1032,49.276058,-123.02283,STN 258 BURNABY,Burnaby,2049,6 mins,6,1673,49.281316,-123.01079,BURNABY FIRE DEPT STATION 5,Burnaby,4434,9 mins,9,2021,49.270649,-123.02607,VANCOUVER POLICE DEPARTMENT,Vancouver,2,11,17,8,149,61,119,206,128,47,77,88,220,258,371
421,Lynn Headwaters Regional Park,2,5,303,"Hiking Trails, Outdoor Activities, Nature & Parks","North Vancouver, British Columbia V7K 2T5, ",https://www.tripadvisor.ca/Attraction_Review-g181717-d8647623-Reviews-Lynn_Headwaters_Regional_Park-North_Vancouver_British_Columbia.html,29,4.5,3715,49.358597,-123.02778,487008.8627,1216026.08,North Vancouver,5915046,44860,27325,26060,1270,630,45,27800,35743,507,Vancouver International Airport,49.194722,-123.18388,Richmond,31201,48 mins,48,812203,North Vancouver Visitor Centre,49.310408,-123.08112,North Vancouver,9848,20 mins,20,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,6848,17 mins,17,6457,16 mins,16,1105,49.320183,-123.06685,STN 256 NORTH VANCOUVER,North Vancouver,3635,10 mins,10,1656,49.334711,-123.04352,NORTH VANCOUVER HALL 1 LYNN VALLEY,North Vancouver,3457,10 mins,10,1911,49.3344,-123.03928,LYNN VALLEY COMMUNITY POLICING,North Vancouver,2,11,17,6,141,59,115,200,117,46,71,86,211,236,344
422,Nation Lakes Provincial Park,3,3,1286,"National Parks, Nature & Parks","Fort St. James, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1096212-d6434618-Reviews-Nation_Lakes_Provincial_Park-Fort_St_James_British_Columbia.html,0,0,21,54.440086,-124.24805,1050132.985,1113346.914,Fort St. James,5951013,1390,760,700,65,0,30,33649,36848,709,Smithers Airport,54.825277,-127.18277,Smithers,323726,3 hours 43 mins,223,812295,Fort St James Visitor Centre,54.439783,-124.25146,Fort St. James,463,2 mins,2,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,164881,1 hour 58 mins,118,1124,4 mins,4,1058,54.444729,-124.25686,STN 761 FORT ST JAMES,Fort St. James,1010,3 mins,3,1334,54.445157,-124.25639,FORT ST JAMES VOL FIRE DEPT,Fort St. James,630,2 mins,2,1780,54.442738,-124.25306,FORT ST JAMES RCMP,Fort St. James,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
423,Lowe Inlet Marine Provincial Park,3,3,1220,Nature & Parks,"Hartley Bay, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1207932-d7281864-Reviews-Lowe_Inlet_Marine_Provincial_Park-Hartley_Bay_British_Columbia.html,0,0,7,53.423344,-129.2538,940215.6114,784325.9904,Kulkayu (Hartley Bay) 4,5947806,,,,,,,,,0,,0,0,,0,,0,0,,0,0,,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,,,0,,0,0,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
424,Mt. Baldy Ski Area,0,4,571,"Ski & Snowboard Areas, Nature & Parks, Outdoor Activities","Oliver, British Columbia V0H 1T0, ",https://www.tripadvisor.ca/Attraction_Review-g635702-d310483-Reviews-Mt_Baldy_Ski_Area-Oliver_Okanagan_Valley_British_Columbia.html,14,4.5,66,49.13232,-119.22597,480992.0529,1494143.731,Kootenay Boundary E,5905054,2230,1280,1170,110,10,50,17947,25050,532,Trail Airport,49.055555,-117.60916,Kootenay Boundary A,218581,2 hours 53 mins,173,812191,Greenwood Visitor Centre,49.090294,-118.67743,Greenwood,61494,54 mins,54,109,Greenwood,49.09411604,-118.67733,Greenwood,758,44,61919,54 mins,54,47957,45 mins,45,1102,49.008655,-118.77804,STN 415 MIDWAY,Midway,47967,45 mins,45,1409,49.008568,-118.77792,MIDWAY VOL FIRE DEPT,Midway,47908,45 mins,45,1812,49.008071,-118.77582,MIDWAY RCMP,Midway,0,2,1,0,1,0,5,7,2,1,53,5,16,18,74
425,Naramata Falls,2,5,569,"Nature & Wildlife Areas, Waterfalls, Nature & Parks","Naramata, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g499141-d8521951-Reviews-Naramata_Falls-Naramata_Okanagan_Valley_British_Columbia.html,10,4.5,204,49.59513,-119.60087,529668.7856,1462229.957,Okanagan-Similkameen E,5907049,2010,1060,1005,60,10,10,27024,35912,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,22208,29 mins,29,812249,Penticton & Wine Country Visitor Centre,49.493577,-119.60336,Penticton,16976,23 mins,23,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,15511,19 mins,19,17053,22 mins,22,1120,49.482215,-119.5936,STN 329 PENTICTON,Penticton,2261,4 mins,4,1418,49.590615,-119.58008,NARAMATA VOL FIRE DEPT,Okanagan-Similkameen E,16463,21 mins,21,1826,49.487042,-119.5866,PENTICTON COMMUNITY POLICING,Penticton,0,5,0,1,8,1,21,30,12,1,114,13,43,47,186
